"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","00-LANG-CASE.07","","Wed Nov 06 23:22:21 GMT 2024","passed","Wed Nov 06 23:22:21 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","3","XOR-TEST.06","","Wed Nov 06 23:22:21 GMT 2024","passed","Wed Nov 06 23:22:21 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","3","BCHAIN.06","","Wed Nov 06 23:14:17 GMT 2024","passed","Wed Nov 06 23:14:17 GMT 2024","","ANTI-REGRESSION","ANTI-REGRESSION",""
"","4","B2-BACKCHAIN.05","","Wed Nov 06 23:19:19 GMT 2024","passed","Wed Nov 06 23:19:19 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","2","CALL-TESTS.05","","Wed Nov 06 23:22:21 GMT 2024","passed","Wed Nov 06 23:22:21 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","11000","metta-wam-issue-116.test_spo_1000","","Wed Nov 06 23:14:09 GMT 2024","passed","Wed Nov 06 23:14:20 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","8000","hyperon-mettalog_sanity.xor_test","","Wed Nov 06 23:14:09 GMT 2024","passed","Wed Nov 06 23:14:17 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","123","PY-TYPES.06","","Wed Nov 06 23:22:21 GMT 2024","passed","Wed Nov 06 23:22:21 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","1","SPACE-INTERSECTION-TESTS.11","","Wed Nov 06 23:22:21 GMT 2024","passed","Wed Nov 06 23:22:21 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","1","D2-HIGHERFUNC.11","","Wed Nov 06 23:34:58 GMT 2024","passed","Wed Nov 06 23:34:58 GMT 2024","","QUICK","QUICK",""
"","2","B5-TYPES-PRELIM.10","","Wed Nov 06 23:19:19 GMT 2024","passed","Wed Nov 06 23:19:19 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","76","MINIMAL-METTA-TESTS.19","","Wed Nov 06 23:22:21 GMT 2024","failed","Wed Nov 06 23:22:21 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
